X,Species,Development,Agriculture,Energy & Mining,Transportation,Hunting & Trade,Logging,Fishing,Human disturbance,Fire,Dams,Invasive species &d Disease,Pollution,Geological Events,Climate change & severe weather,Other,sum,Family,Order,risk,iucn,NTVUENCR,NTVUENCREWEX,CLASS
1010,Kinyongia multituberculata,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1011,Kinyongia mulyai,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,1,CR,1,1,REPTILIA
1012,Kinyongia oxyrhina,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1013,Kinyongia tavetana,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1014,Kinyongia tenuis,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1018,Kinyongia vosseleri,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1019,Kinyongia xenorhina,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1020,Nadzikambia baylissi,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1021,Nadzikambia mlanjensis,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,6,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1022,Palleon lolontany,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1023,Palleon nasus,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,Chamaeleonidae,Squamata,1,VU,0,0,REPTILIA
1024,Rhampholeon acuminatus,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,1,CR,1,1,REPTILIA
1025,Rhampholeon beraduccii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Chamaeleonidae,Squamata,1,VU,0,0,REPTILIA
1027,Rhampholeon bruessoworum,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,1,CR,1,1,REPTILIA
1028,Rhampholeon chapmanorum,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,1,CR,1,1,REPTILIA
1029,Rhampholeon gorongosae,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1030,Rhampholeon hattinghi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,1,CR,1,1,REPTILIA
1031,Rhampholeon marshalli,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,1,VU,0,0,REPTILIA
1032,Rhampholeon maspictus,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1035,Rhampholeon nebulauctor,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,1,VU,0,0,REPTILIA
1036,Rhampholeon platyceps,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,6,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1038,Rhampholeon spinosus,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1039,Rhampholeon temporalis,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1040,Rhampholeon tilburyi,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1042,Rhampholeon viridis,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1047,Trioceros balebicornutus,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1055,Trioceros feae,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1058,Trioceros hanangensis,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1065,Trioceros kinangopensis,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1067,Trioceros laterispinis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1068,Trioceros marsabitensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1070,Trioceros montium,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1071,Trioceros narraioca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1075,Trioceros perreti,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1076,Trioceros pfefferi,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,1,EN,1,1,REPTILIA
1077,Trioceros quadricornis,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,Chamaeleonidae,Squamata,1,VU,0,0,REPTILIA
1080,Trioceros schubotzi,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,Chamaeleonidae,Squamata,0,NT,0,0,REPTILIA
1081,Trioceros serratus,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Chamaeleonidae,Squamata,1,VU,0,0,REPTILIA
1148,Adelophis copei,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
1150,Adelphicos daryi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
1151,Adelphicos ibarrorum,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
1156,Adelphicos veraepacis,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,1,VU,0,0,REPTILIA
1160,Ahaetulla dispar,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,0,NT,0,0,REPTILIA
1165,Ahaetulla perroteti,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
1168,Alsophis antiguae,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,4,Colubridae,Squamata,1,CR,1,1,REPTILIA
1169,Alsophis antillensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,Colubridae,Squamata,1,CR,1,1,REPTILIA
1172,Alsophis rijgersmaei,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
1173,Alsophis rufiventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Colubridae,Squamata,1,VU,0,0,REPTILIA
1206,Apostolepis phillipsae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,VU,0,0,REPTILIA
1227,Arrhyton tanyplectum,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
1258,Atractus carrioni,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
1267,Atractus duboisi,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
1269,Atractus dunni,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,0,NT,0,0,REPTILIA
1284,Atractus gigas,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,0,NT,0,0,REPTILIA
1311,Atractus microrhynchus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,VU,0,0,REPTILIA
1313,Atractus modestus,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,1,VU,0,0,REPTILIA
1315,Atractus multidentatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,CR,1,1,REPTILIA
1318,Atractus nicefori,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,VU,0,0,REPTILIA
1323,Atractus occidentalis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
1324,Atractus occipitoalbus,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,Colubridae,Squamata,0,NT,0,0,REPTILIA
1333,Atractus paucidens,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
1343,Atractus roulei,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Colubridae,Squamata,1,VU,0,0,REPTILIA
1388,Boiga bourreti,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
1410,Boiga saengsomi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
1419,Borikenophis sanctaecrucis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
1451,Calamaria ingeri,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
1470,Calamaria pfefferi,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,Colubridae,Squamata,1,EN,1,1,REPTILIA
1471,Calamaria prakkei,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
1482,Calamaria yunnanensis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
1492,Chapinophis xanthocheilus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
1494,Chersodromus rubriventris,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
1521,Chironius vincenti,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,Colubridae,Squamata,1,CR,1,1,REPTILIA
1529,Clelia errabunda,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EX,,1,REPTILIA
1534,Clonophis kirtlandii,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,7,Colubridae,Squamata,0,NT,0,0,REPTILIA
1557,Coniophanes andresensis,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,Colubridae,Squamata,1,CR,1,1,REPTILIA
1559,Coniophanes dromiciformis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
1669,Dendrophidion boshelli,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
1696,Dipsas andiana,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Colubridae,Squamata,0,NT,0,0,REPTILIA
1705,Dipsas elegans,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
1706,Dipsas ellipsifera,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,1,EN,1,1,REPTILIA
1713,Dipsas oreas,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,0,NT,0,0,REPTILIA
1723,Dipsas tenuissima,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,0,NT,0,0,REPTILIA
1745,Drymoluber apurimacensis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
1790,Elaphe quatuorlineata,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,0,NT,0,0,REPTILIA
1800,Enulius bifoveatus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,Colubridae,Squamata,1,CR,1,1,REPTILIA
1814,Erythrolamprus cursor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
1823,Erythrolamprus juliae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,3,Colubridae,Squamata,0,NT,0,0,REPTILIA
1833,Erythrolamprus ornatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,Colubridae,Squamata,1,CR,1,1,REPTILIA
1834,Erythrolamprus perfuscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Colubridae,Squamata,1,EX,,1,REPTILIA
1848,Erythrolamprus triscalis,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,1,EN,1,1,REPTILIA
1852,Erythrolamprus williamsi,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,0,NT,0,0,REPTILIA
1862,Ficimia hardyi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
1880,Geophis damiani,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,CR,1,1,REPTILIA
1886,Geophis fulvoguttatus,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
1893,Geophis juliai,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,VU,0,0,REPTILIA
1901,Geophis nephodrymus,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
1902,Geophis nigroalbus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,0,NT,0,0,REPTILIA
1915,Geophis talamancae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
1938,Haitiophis anomalus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2014,Heterodon simus,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,5,Colubridae,Squamata,1,VU,0,0,REPTILIA
2041,Hypsirhynchus ater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
2045,Hypsirhynchus melanichnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
2047,Hypsirhynchus polylepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
2049,Ialtris agyrtes,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,Colubridae,Squamata,1,EN,1,1,REPTILIA
2050,Ialtris dorsalis,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,4,Colubridae,Squamata,0,NT,0,0,REPTILIA
2051,Ialtris haetianus,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,1,VU,0,0,REPTILIA
2052,Ialtris parishi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,Colubridae,Squamata,1,CR,1,1,REPTILIA
2069,Lampropeltis extenuata,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Colubridae,Squamata,0,NT,0,0,REPTILIA
2104,Leptophis modestus,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2129,Lycodon chrysoprateros,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
2155,Lycodon paucifasciatus,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2205,Mastigodryas amarali,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2217,Mastigodryas reticulatus,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,0,NT,0,0,REPTILIA
2249,Ninia celata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Colubridae,Squamata,0,NT,0,0,REPTILIA
2251,Ninia espinali,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,4,Colubridae,Squamata,0,NT,0,0,REPTILIA
2335,Omoadiphas aurula,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2336,Omoadiphas cannula,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,CR,1,1,REPTILIA
2337,Omoadiphas texiguatensis,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,3,Colubridae,Squamata,1,CR,1,1,REPTILIA
2372,Oxybelis wilsoni,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
2426,Philodryas livida,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2470,Pituophis ruthveni,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,Colubridae,Squamata,1,EN,1,1,REPTILIA
2506,Pseudalsophis biserialis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,Colubridae,Squamata,0,NT,0,0,REPTILIA
2511,Pseudalsophis slevini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Colubridae,Squamata,1,VU,0,0,REPTILIA
2512,Pseudalsophis steindachneri,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,Colubridae,Squamata,0,NT,0,0,REPTILIA
2530,Pseudorabdion mcnamarae,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2532,Pseudorabdion montanum,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,1,EN,1,1,REPTILIA
2537,Pseudorabdion talonuran,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2594,Rhadinaea fulvivittis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,VU,0,0,REPTILIA
2599,Rhadinaea marcellae,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
2600,Rhadinaea montana,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
2606,Rhadinaea stadelmani,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
2608,Rhadinaea vermiculaticeps,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,0,NT,0,0,REPTILIA
2662,Sibon lamari,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
2665,Sibon manzanaresi,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,0,NT,0,0,REPTILIA
2666,Sibon merendonensis,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,CR,1,1,REPTILIA
2667,Sibon miskitus,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,0,NT,0,0,REPTILIA
2704,Sonora aemula,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,0,NT,0,0,REPTILIA
2731,Storeria hidalgoensis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,VU,0,0,REPTILIA
2744,Synophis plectovertebralis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
2749,Tachymenis chilensis,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,5,Colubridae,Squamata,0,NT,0,0,REPTILIA
2756,Taeniophallus nebularis,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,CR,1,1,REPTILIA
2770,Tantilla boipiranga,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,1,VU,0,0,REPTILIA
2782,Tantilla flavilineata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
2787,Tantilla insulamontana,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,CR,1,1,REPTILIA
2788,Tantilla jani,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2790,Tantilla lempira,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,1,EN,1,1,REPTILIA
2798,Tantilla oolitica,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
2799,Tantilla petersi,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,CR,1,1,REPTILIA
2801,Tantilla psittaca,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2810,Tantilla shawi,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,EN,1,1,REPTILIA
2819,Tantilla tritaeniata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,Colubridae,Squamata,1,CR,1,1,REPTILIA
2899,Thelotornis usambaricus,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,1,VU,0,0,REPTILIA
2906,Thrasops schmidti,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Colubridae,Squamata,1,EN,1,1,REPTILIA
2924,Trimetopon simile,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,EN,1,1,REPTILIA
2926,Trimetopon viquezi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Colubridae,Squamata,1,CR,1,1,REPTILIA
2964,Uromacer frenatus,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Colubridae,Squamata,0,NT,0,0,REPTILIA
3038,Hemicordylus nebulosus,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,Cordylidae,Squamata,1,VU,0,0,REPTILIA
3052,Platysaurus imperator,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Cordylidae,Squamata,1,VU,0,0,REPTILIA
3058,Platysaurus monotropis,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Cordylidae,Squamata,0,NT,0,0,REPTILIA
