Dataset,nest.ID,used,burned,hcov,vcov,hcov_10,vcov_10,mxheight,mxwidth,perwidth,percPG_10,percAG_10,percPF_10,percAF_10,percRC_10,percL_10,percBG_10,percRO_10,percShr_10,SageH_0,SageH_10,OShrH_0,OShrH_10,PgH_0,PgH_10,PfH_0,PfH_10,RgH_0,RgH_10,TaSage_5,TaSage_10,AllDwSage_5,AllDwSage_10,ALLSage_5,ALLSage_10,NonSageShr_5,NonSageShr_10,ALLShrs_5,ALLShr_10,PJ_5,PJ_10,Dead_5,Dead_10,Rabbitbrush_5,Rabbitbrush_10,Bitterbrush_5,Bitterbrush_10
UnburnedvUnburned,18-SV-FID40-IR-N,0,0,63.33333333,32,51.55555556,10.66666667,47,119,98,4.666666667,23.625,6.125,3.833333333,17.95833333,12.33333333,23.79166667,14.83333333,2.5,47,37.07142857,0,2,39,22.21428571,0,6.571428571,17,8.642857143,11.5,9.2,0,0,11.5,9.2,0,0,11.5,9.2,0,0,0,1,0,0,0,0
UnburnedvUnburned,18-SV-Murron-U-N1,1,0,77.33333333,56,42.11111111,19.33333333,33,81,72,13.95833333,2.5,3.166666667,4.5,9.333333333,5.833333333,20.70833333,63.625,5.333333333,33,27.21428571,0,6.571428571,32,17.71428571,0,2.714285714,2,9,0,0,20.9,12.85,20.9,12.85,0,0,20.9,12.85,0,0,1.25,3.25,0,0,0,0
BurnedvAll,15-SV-14NV2921-U-N1,1,1,59.33,16,39.66666667,14,59,226,158,8.5,17,2.5,5.166666667,13.83333333,32.16666667,7.833333333,5.166666667,14.33333333,95,23.75,0,16.75,20,13.25,0,5.75,13,11.5,21.6,10.8,0,0,21.6,10.8,0,1.9,21.6,12.7,0,0,0,1.17,0,1.9,0,0
BurnedvAll,15-SV-14NV3589-U-N1,1,1,83.33,72,64.11111111,37.33333333,115,232,161,14.33333333,11.16666667,2.5,8.5,7.833333333,5.166666667,58,17.16666667,2.5,0,6.5,232,58,18,17.5,12,5.25,26,13.25,0,0,3.6,2.57,3.6,2.57,12.67,6.33,16.27,8.9,0,0,1.4,0.7,0,0,10.86666667,5.433333333
BurnedvAll,16-SV-14NV2587-U-N1,1,1,59.33,44,49.88888889,22,49,105,80,14.33333333,8.5,5.166666667,5.166666667,23,17,25.33333333,28.83333333,2.5,0,0,41,10.25,9,17.5,0,5.25,1,10.75,0,0,0,0,0,0,8.333333333,4.166666667,8.333333333,4.166666667,0,0,0,0,8.333333333,4.166666667,0,0
BurnedvAll,16-SV-14NV2921-U-N1,1,1,99.33,88,77.22222222,20.66666667,57,80,45,8.5,5.166666667,2.5,5.166666667,5.166666667,2.5,14.33333333,69.66666667,2.5,57,35.5,54,13.5,9,21.25,0,4,4,12,9.066666667,8.033333333,0,0,9.066666667,8.033333333,2.933333333,1.466666667,12,9.5,0,0,0,0,0,0,2.933333333,1.466666667
BurnedvAll,16-SV-14NV2973-U-N1,1,1,96.67,88,74.33333333,28.66666667,73,93,90,2.5,5.166666667,5.166666667,2.5,5.166666667,5.166666667,48,8.5,42,73,33.25,0,24.75,37,15.5,0,1.5,8,5.25,11.53333333,8.233333333,5.666666667,5.233333333,17.2,13.46666667,0,3.766666667,17.2,17.23333333,0,0,5.866666667,5.833333333,0,3.766666667,0,0
BurnedvAll,16-SV-14NV3518-U-N1,1,1,82.67,60,62.55555556,10,51,55,43,14.5,17,2.5,2.5,22.66666667,2.5,5.166666667,60.5,2.5,0,0,0,0,51,24.5,17,15.25,15,20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurnedvAll,16-SV-14NV3589-U-N1,1,1,100,100,91,48.66666667,92,214,203,2.5,5.166666667,5.166666667,2.5,28.66666667,17.16666667,8.5,23,22.66666667,0,6.5,92,23,76,69.5,0,8,43,44.5,0,0,0,0.933333333,0,0.933333333,15.66666667,11.96666667,15.66666667,12.9,0,0,0,0,0,0,15.66666667,11.96666667
BurnedvAll,16-SV-14NV3763-U-N1,1,1,98.67,96,68.77777778,16.66666667,97,216,210,5.166666667,2.5,2.5,2.5,2.5,5.166666667,17,69.66666667,7.833333333,97,43.25,0,1,70,40.5,0,0,50,22,0,6,0,0,0,6,0,1.833333333,0,7.833333333,0,0,1.133333333,1.366666667,0,0,0,1.833333333
BurnedvAll,16-SV-14NV3866-U-N1,1,1,94,100,74.77777778,67.33333333,102,176,141,23,2.5,17,2.5,11.16666667,5.166666667,28.66666667,8.5,8.5,0,17.75,102,47.5,17,14.5,4,9,6,5,0,1.066666667,2.666666667,4,2.666666667,5.066666667,13.66666667,11.46666667,16.33333333,16.53333333,0,0,0,0.533333333,2,1.8,0,0
BurnedvAll,16-SV-14NV4179-U-N1,1,1,100,100,84.77777778,68.66666667,64,195,127,8.5,5.166666667,26.16666667,2.5,53.83333333,2.5,2.5,8.5,42,0,0,64,57.75,31,28.75,19,23,36,22.75,0,0,0,0,0,0,24.4,20.1,24.4,20.1,0,0,0,2.066666667,22.33333333,11.16666667,2.066666667,1.033333333
BurnedvAll,17-SV-14GS1185-U-N1,1,1,80.66666667,60,56.55555556,20.33333333,53,55,45,14.25,12,9.083333333,2.5,21.79166667,10.29166667,4.666666667,51.25,2.5,0,0,0,0,53,26.53846154,28,12.15384615,55,19.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurnedvAll,17-SV-14GS1192-U-N1,1,1,96,100,73.05555556,39.66666667,44,63,30,11.95833333,5.5,3.833333333,2.5,20.45833333,25.29166667,37.45833333,12.625,7.666666667,0,0,44,17.76923077,27,18.53846154,7,4.615384615,6,5.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurnedvAll,17-SV-14NV2587-U-N1,1,1,59.33333333,20,48.22222222,10,43,119,50,8.5,11.16666667,2.5,5.166666667,5.166666667,7.833333333,14.5,53.83333333,2.5,0,0,0,0,31,28.5,0,3.25,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurnedvAll,17-SV-14NV2921-U-N1,1,1,90.66666667,100,73.88888889,50,68,88,70,9.125,13.25,10.5,2.5,2.5,9.333333333,41.75,29.83333333,15.20833333,68,43.14285714,58,23.07142857,17.5,18.07142857,2,12.14285714,5.5,10.42857143,15.1,10.4,0,0,15.1,10.4,0,0,15.1,10.4,0,0,18.45,11.05,0,0,0,0
BurnedvAll,17-SV-14NV3589-U-N1,1,1,79.33333333,92,51.44444444,30.66666667,61,124,118,6.666666667,3.833333333,2.5,3.166666667,5.833333333,3.166666667,59.875,22.70833333,9.708333333,61,32.57142857,0,1.285714286,11.5,11.71428571,0,2.214285714,2,4.571428571,0,0,19.8,12.575,19.8,12.575,0,0,19.8,12.575,0,0,1.95,0.975,0,0,0,0
BurnedvAll,17-SV-14NV4171-U-N1,1,1,97.33333333,68,90.44444444,48.66666667,61,88,71,42.16666667,28.83333333,20.33333333,2.5,11.16666667,2.5,2.5,20.33333333,2.5,0,0,61,26.5,46,52,28,27.5,53,26.75,0,0,0,0,0,0,13.4,10.53333333,13.4,10.53333333,0,0,0,0,12.73333333,10.2,0,0
BurnedvAll,17-SV-BILLIEJEAN-U-N1,1,1,78,88,57.11111111,44,75,118,59,10.5,2.5,5.166666667,2.5,5.166666667,5.166666667,19.66666667,53.83333333,2.5,24,21,75,22.5,23,11,0,10,5,4.5,0,0,10.66666667,13.36666667,10.66666667,13.36666667,13.06666667,8.933333333,23.73333333,22.3,0,0,0,0,0,0,13.06666667,8.933333333
BurnedvAll,17-SV-TESSABOOTS-U-N1,1,1,67.33333333,12,59.55555556,6.666666667,24,24,18,8.5,17.16666667,2.5,2.5,48,5.166666667,2.5,46.33333333,2.5,0,0,0,0,0,23.75,0,2.5,15,12.25,0,0,0,0,0,0,4.666666667,2.333333333,4.666666667,2.333333333,0,0,0,0,0,0,0,0
BurnedvAll,18-SV-14GS1192-U-N1,1,1,70,68,50.55555556,23,53,116,99,12.70833333,11.08333333,2.5,2.5,15.58333333,6.666666667,19.58333333,37.58333333,4,0,3.785714286,53,18.92857143,17.5,20.14285714,0,2.214285714,26.5,20.42857143,0,0,1.2,0.6,1.2,0.6,5.6,2.8,6.8,3.4,0,0,0,0.525,0,0,0,0
BurnedvAll,18-SV-14GS2024-U-N1,1,1,97.33333333,100,85.27777778,50.66666667,73,62,65,24.79166667,22.16666667,15.625,2.5,31.75,9.833333333,3.166666667,4,14.95833333,73,48.85714286,0,7.928571429,71,53.14285714,21,26.64285714,56.5,23.92857143,13,7.6,0,0,13,7.6,6.3,7.75,19.3,15.35,0,0,0,0,0,0,0,0
BurnedvAll,18-SV-14GS2156-U-N1,1,1,77.33333333,32,61.38888889,15.66666667,69,94,74,6.5,3.166666667,14.08333333,2.5,4.666666667,11.83333333,8,40.45833333,11.58333333,69,40,0,9.5,22.5,21.42857143,16.5,20.64285714,28.5,16.21428571,0,0,32.25,22.5,32.25,22.5,1.75,2.05,34,24.55,0,0,0,0,0,0,0,0
BurnedvAll,18-SV-14GS2159-U-N1,1,1,100,36,75.38888889,12,56,51,41,4.666666667,15.875,2.5,3.166666667,9.791666667,5.833333333,3.166666667,63.375,2.5,0,1.5,0,4.928571429,56,48.35714286,0,7.214285714,52,28.78571429,0,0,0,0.525,0,0.525,0,0,0,0.525,0,0,0,0,0,0,0,0
BurnedvAll,18-SV-14GS2187-U-N1,1,1,86.66666667,84,51.27777778,28,45,107,62,10.45833333,3.833333333,4,3.833333333,15.625,8.875,9.916666667,56.5,6.791666667,0,2.214285714,45,31.07142857,52.5,29.64285714,9.5,6.214285714,37.5,14.78571429,0,0,3.1,2.125,3.1,2.125,10.95,6.975,14.05,9.1,0,0,0.85,3.05,0,0,7.45,3.725
BurnedvAll,18-SV-14NV4171-U-N1,1,1,88.66666667,92,71.22222222,36,112,94,52,26.125,8,12.125,3.166666667,36.95833333,6.666666667,3.166666667,14.75,2.5,0,0,0,0,27,28.92857143,31,25.28571429,52,28.07142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurnedvAll,15-SV-FID003-I-N,0,1,57.33,0,56.66666667,0,58,42,17,7.833333333,17,14.5,2.5,20.33333333,14.5,5.166666667,66.33333333,5.166666667,0,0,0,12.25,58,32,7,10.75,49,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurnedvAll,15-SV-FID004-I-N,0,1,94,76,68.22222222,38,89,148,139,11.16666667,5.166666667,23,2.5,14.5,7.833333333,19.66666667,40.5,2.5,89,45.75,0,7.25,37,20.75,11,18.25,34,14.5,16.73,14.23,0,0,16.73,14.23,3.4,2,20.13,16.23,0,0,4.53,2.97,3.4,2,0,0
BurnedvAll,15-SV-FID006-I-N,0,0,38.67,80,38.55555556,48.66666667,52,107,73,19.66666667,7.833333333,7.833333333,2.5,20.33333333,19.66666667,5.166666667,7.833333333,25.33333333,52,36,0,7,15,15,0,1.25,12,12.5,12.47,13.67,1.8,4.83,14.27,18.5,0.87,0.43,15.13,18.93,0,0,0,0,0.87,0.43,0,0
BurnedvAll,15-SV-FID010-I-N,0,0,90.67,92,55.22222222,46,48,104,98,11.16666667,5.166666667,8.5,2.5,2.5,2.5,36.16666667,60.5,2.5,48,16.5,0,8.5,0,10.75,0,9,11,11.25,3.4,2.97,17.4,13.33,20.8,16.3,0,0,20.8,16.3,0,0,0,0,0,0,0,0
BurnedvAll,15-SV-FID011-I-N,0,0,24,28,25.88888889,17.33333333,54,98,77,5.166666667,14.5,7.833333333,7.833333333,10.5,11.16666667,42,2.5,8.5,54,22.5,0,7,8,5.75,3,4.75,10,8,3.47,2.13,1,0.87,4.47,3,4.13,4.33,8.6,7.33,0,0,2.2,3.5,4.13,4.33,0,0
BurnedvAll,15-SV-FID012-I-N,0,1,78,0,67.44444444,0,45,64,43,11.16666667,26.33333333,2.5,5.166666667,23,5.166666667,22.66666667,2.5,5.166666667,0,0,45,21.75,17,16.75,2,3.75,26,19.75,0,0,9.67,6.37,9.67,6.37,0,0,9.67,6.37,0,0,0.67,2.13,0,0,0,0
BurnedvAll,15-SV-FID020-I-N,0,0,71.33,52,64.77777778,34.66666667,95,121,74,2.5,11.16666667,2.5,2.5,5.166666667,22.66666667,5.166666667,36.16666667,34.33333333,95,31.75,42,42.5,10,10,2,1.75,8,10.5,13,13.03,1.2,0.6,14.2,13.63,0,4.93,14.2,18.57,0,0,1.93,1.67,0,1.2,0,0
BurnedvAll,15-SV-FID022-I-N,0,0,66.67,28,52.77777778,14.66666667,47,83,62,8.5,17.16666667,2.5,5.166666667,7.833333333,26.33333333,5.166666667,20.33333333,5.166666667,47,22.75,0,14.25,30,16.75,10,7,28,19.5,14.27,15.93,0,0,14.27,15.93,5.27,8.57,19.53,24.5,0,0,1.2,2.57,0,0,0,0
BurnedvAll,15-SV-FID031-I-N,0,0,86,88,65.88888889,44,52,141,120,11.5,6.5,2.5,2.5,41.75,15.5,2.5,32.75,2.5,26,19.25,0,0,18.5,18.75,15,9,14.5,15.25,16.27,8.13,0,0,16.27,8.13,0,4.13,16.27,12.27,0,0,0,0,0,4.13,0,0
BurnedvAll,15-SV-FID034-I-N,0,0,63.33,56,54.66666667,28,43,84,81,13.83333333,5.166666667,2.5,2.5,20.5,17.16666667,17,46.33333333,14.33333333,43,21.5,12,15.75,12,26,6,10.75,7,20.25,0,0,16.53,12.17,16.53,12.17,0.47,0.23,17,12.4,0,0,0,0,0,0,0,0
BurnedvAll,15-SV-FID036-I-N,0,0,64,92,45.11111111,46,77,153,134,10.5,5.166666667,8.5,5.166666667,11.16666667,17.16666667,50.33333333,25.33333333,2.5,77,19.25,0,31.25,7,16,0,7.75,0,7.25,10.6,5.3,0,0,10.6,5.3,11.93,6.53,22.53,11.83,0,0,10.27,6.87,11.93,6.53,0,0
BurnedvAll,15-SV-FID037-I-N,0,0,74,80,62.44444444,56,88,144,102,5.166666667,2.5,2.5,5.166666667,8.5,11.16666667,42,2.5,42.16666667,88,71.5,58,31.25,15,14.75,5,6.25,6,12.5,41.33,36.27,0,0,41.33,36.27,0,0,41.33,36.27,0,0,2.87,3.33,0,0,0,0
BurnedvAll,15-SV-FID051-I-N,0,0,56,4,52.44444444,9.333333333,46,73,56,5.166666667,11.16666667,2.5,2.5,7.833333333,32.16666667,5.166666667,17,62.16666667,44,37.5,0,5.25,11,10.75,7,4.5,6,13,1.47,0.73,18.13,29.53,19.6,30.27,2.6,3.8,22.2,34.07,0,0,0,1.2,2.6,3.8,0,0
BurnedvAll,15-SV-FID076-I-N,0,1,89.33,28,56.44444444,14,42,123,75,2.5,8.5,2.5,2.5,2.5,7.833333333,32.83333333,68.83333333,2.5,42,10.5,48,12,0,0,30,16.75,7,7,6.6,3.3,0,0,6.6,3.3,3.13,1.57,9.73,4.87,0,0,0,0,0,0,0,0
BurnedvAll,15-SV-FID078-I-N,0,0,80,92,70.11111111,62.66666667,72,107,81,5.166666667,2.5,2.5,2.5,13.83333333,17.16666667,40.5,13.83333333,5.166666667,72,50.75,32,14.75,7,16.5,5,10.75,12,12,9.73,9.7,0,0,9.73,9.7,1.07,2.93,10.8,12.63,0,0,3.2,6.17,1.07,2.93,0,0
BurnedvAll,15-SV-FID160-I-N,0,0,55.33,92,51.66666667,50.66666667,73,137,118,14.5,2.5,7.833333333,2.5,11.16666667,34.66666667,56.33333333,2.5,14.5,73,51.5,0,15,21,18.25,7,6,28,26.5,38.6,32.73,0,0,38.6,32.73,18.27,10.3,56.87,43.03,1.73,0.87,0,7.33,0.73,1.53,0,0
BurnedvAll,16-SV-14NV2569-IR-N1,0,0,95.33,16,83.44444444,9.333333333,48,26,23,2.5,26.16666667,20.33333333,8.5,17.16666667,7.833333333,54.66666667,2.5,2.5,0,0,0,0,0,0,48,29.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurnedvAll,16-SV-14NV2587-IR-N1,0,0,74,56,67.55555556,34.66666667,69,163,93,14.5,2.5,11.16666667,2.5,2.5,2.5,34.5,2.5,48,69,54,0,8.75,21,19.5,14,16.75,9,5.75,40.33333333,43.4,0,0,40.33333333,43.4,6.066666667,10.66666667,46.4,54.06666667,0,0,0,0,6.066666667,10.66666667,0,0
BurnedvAll,16-SV-14NV2670-IR-N1,0,1,96,80,62.75,20,68,236,146,2.5,20.33333333,7.833333333,2.5,23,10.5,8.5,31.33333333,2.5,0,0,68,60,28,25,0,1.25,12,5.25,0,0,0,0,0,0,10.33333333,5.166666667,10.33333333,5.166666667,0,0,0,0.533333333,0,0,10.33333333,5.166666667
BurnedvAll,16-SV-14NV2901-IR-N1,0,0,86,88,66.22222222,19.33333333,55,50,40,5.166666667,5.166666667,2.5,2.5,7.833333333,2.5,5.166666667,46.33333333,28.66666667,55,31.25,46,19.25,29,23.5,0,6.5,12,12,8.4,7.466666667,16.53333333,23.03333333,24.93333333,30.5,2.8,2.833333333,27.73333333,33.33333333,0,0,5.533333333,2.766666667,0,0,0,0
BurnedvAll,16-SV-14NV2921-IR-N1,0,0,96,100,84.55555556,27.33333333,101,181,174,11.16666667,2.5,14.33333333,2.5,8.5,17,42,2.5,32.83333333,101,73,43,34.75,41,35.25,0,13.25,16,8.25,38.73333333,30.86666667,0,0,38.73333333,30.86666667,13.8,16.93333333,52.53333333,47.8,0,0,0,1.366666667,7.666666667,3.833333333,6.133333333,11.26666667
BurnedvAll,16-SV-14NV2973-IR-N1,0,1,92.67,84,81.77777778,18,78,112,102,14.33333333,34.5,2.5,2.5,11.16666667,2.5,2.5,70.5,2.5,0,0,78,19.5,67,36.75,0,10.5,45,24.5,0,0,0,0,0,0,0,0,0,0,0,0,10.86666667,5.433333333,0,0,0,0
BurnedvAll,16-SV-14NV3516-IR-N1,0,0,42,36,47.88888889,6,59,72,49,25.33333333,5.166666667,5.166666667,7.833333333,19.66666667,60.5,17,14.5,30.16666667,0,29.5,59,58.5,16,23.5,5,8,9,5,0,1.933333333,0,0,0,1.933333333,11.66666667,12.86666667,11.66666667,14.8,0,0,17.8,15,11.66666667,12.86666667,0,0
BurnedvAll,16-SV-14NV3518-IR-N1,0,0,88,84,85.88888889,15.33333333,162,141,132,2.5,2.5,2.5,32.16666667,37.16666667,7.833333333,48,2.5,8.5,0,0,102,53.5,0,0,0,0,3,2.75,0,0,0,0,0,0,36.33333333,22.6,36.33333333,22.6,0,0,0,2.266666667,0,0,0,0
BurnedvAll,16-SV-14NV3589-IR-N1,0,0,97.33,100,81.33333333,33.33333333,85,126,88,26.16666667,2.5,2.5,5.166666667,8.5,19.66666667,28,2.5,8.5,85,46.5,0,16.75,38,31.25,0,7,38,23.5,27.26666667,28.43333333,0,0,27.26666667,28.43333333,1,3.3,28.26666667,31.73333333,0,0.666666667,0,0,0,0,1,0.5
BurnedvAll,16-SV-14NV3600-IR-N1,0,0,98.67,92,87.77777778,40.66666667,72,181,124,2.5,2.5,14.33333333,25.33333333,2.5,2.5,23,40.5,2.5,0,0,72,18,31,19.5,24,40.25,20,15.5,0,0,0,0,0,0,14.53333333,7.266666667,14.53333333,7.266666667,0,0,0,0,0,0,14.53333333,7.266666667
BurnedvAll,16-SV-14NV3632-IR-N1,0,1,90.67,100,83.77777778,22.66666667,41,86,80,2.5,2.5,7.833333333,2.5,11.16666667,2.5,8.5,62.16666667,22.66666667,41,10.25,0,22,34,21.5,0,27.5,20,14.25,0,0,0,0,0,0,6.733333333,5.7,6.733333333,5.7,0,0,2.733333333,2.7,6.733333333,4.366666667,0,0
BurnedvAll,16-SV-14NV3756-IR-N1,0,0,78.67,80,75.66666667,32,123,245,140,20.33333333,2.5,11.16666667,5.166666667,11.16666667,50.33333333,17,2.5,2.5,25,32.5,123,46.5,16,17.75,0,12.25,18,14.5,4.6,2.833333333,0,0,4.6,2.833333333,16.13333333,10.1,20.73333333,12.93333333,0,5.866666667,1.733333333,1.833333333,0,0,14.6,7.866666667
BurnedvAll,16-SV-14NV3763-IR-N1,0,0,92.67,96,76.55555556,44,94,121,118,10.5,8.5,5.166666667,2.5,7.833333333,8.5,44.66666667,2.5,22.66666667,94,50.5,0,54.5,29,26.75,0,3,24,13.5,17.8,14.86666667,0,0,17.8,14.86666667,0,0,17.8,14.86666667,0,0,4.133333333,6.033333333,0,0,0,0
BurnedvAll,16-SV-14NV3784-IR-N1,0,0,87.33,92,66.77777778,44,107,123,81,2.5,5.166666667,2.5,2.5,8.5,34.33333333,2.5,34.33333333,30.16666667,107,53.5,58,44.5,24,11,0,0,9,4.75,9.133333333,4.866666667,0,0,9.133333333,4.866666667,3.6,1.8,12.73333333,6.666666667,0,16.33333333,3.266666667,4.833333333,3.6,1.8,0,0
BurnedvAll,16-SV-14NV3858-IR-N1,0,1,92.67,68,67.77777778,22.66666667,50,126,76,2.5,7.833333333,2.5,2.5,13.83333333,5.166666667,35.5,2.5,42,50,30.5,0,0,19,16.5,0,0,9,7.5,18.06666667,10.13333333,0,6.433333333,18.06666667,16.56666667,0,0,18.06666667,16.56666667,0,0,0,0.733333333,0,0,0,0
BurnedvAll,16-SV-14NV3866-IR-N1,0,0,58.67,28,51.11111111,4.666666667,90,186,181,7.833333333,2.5,2.5,2.5,5.166666667,2.5,14.5,89.66666667,2.5,0,19.5,90,24,17,23.75,0,7.25,37,22.25,0,3.2,0,0,0,3.2,11.53333333,5.766666667,11.53333333,8.966666667,0,0,0,0,0,0,10.2,5.1
BurnedvAll,16-SV-14NV3870-IR-N1,0,1,92.67,92,64,16,66,77,71,2.5,11.16666667,2.5,5.166666667,13.83333333,2.5,50.33333333,31.33333333,2.5,66,16.5,0,12.25,63,24,0,0,10,8.25,13.66666667,8.6,0,0,13.66666667,8.6,0,0,13.66666667,8.6,0,0,1.933333333,0.966666667,0,0,0,0
BurnedvAll,16-SV-14NV4173-IR-N1,0,0,89.33,96,73.66666667,20,79,133,88,5.166666667,14.33333333,5.166666667,11.16666667,5.166666667,2.5,46.33333333,40.5,2.5,0,0,79,19.75,25,18.75,9,16.5,8,10.25,0,0,0,0,0,0,10.4,5.2,10.4,5.2,0,0,7.066666667,3.533333333,0,0,0,0
BurnedvAll,16-SV-14NV4179-IR-N1,0,1,76.67,72,64.22222222,12,39,84,63,17.16666667,2.5,5.166666667,2.5,17.16666667,7.833333333,8.5,40.5,2.5,39,9.75,0,0.75,17,10.75,8,9.75,8,9.5,5.4,2.7,0,0,5.4,2.7,3.133333333,1.566666667,8.533333333,4.266666667,0,0,2.933333333,1.466666667,0,0,0,0
BurnedvAll,16-SV-14SO443-IR-N1,0,0,99.33,100,73.22222222,19.33333333,105,178,135,7.833333333,2.5,2.5,2.5,8.5,2.5,62.16666667,14.5,7.833333333,63,37.25,105,39.75,51,33.75,0,2.5,8,8.25,20.6,17.03333333,0,0,20.6,17.03333333,15.53333333,16.96666667,36.13333333,34,0,0,2.4,2.033333333,0,0,15.53333333,16.96666667
BurnedvAll,16-SV-14SO444-IR-N1,0,0,94,44,78.11111111,8.666666667,40,98,82,2.5,7.833333333,2.5,2.5,26.33333333,8.5,2.5,70.5,8.5,40,20,0,0,0,0,0,0,19,11,0,0,8.733333333,7.966666667,8.733333333,7.966666667,0,0,8.733333333,7.966666667,0,0,0,0,0,0,0,0
BurnedvAll,16-SV-14SO484-IR-N1,0,1,96,88,65.88888889,14.66666667,39,92,90,7.833333333,7.833333333,22.66666667,2.5,13.83333333,2.5,25.33333333,44.66666667,2.5,39,25.5,18,9,16,13.5,0,3.5,4,4.25,0,0,36,26.13333333,36,26.13333333,0,0,36,26.13333333,0,0,3.066666667,4.733333333,0,0,0,0
BurnedvAll,16-SV-14SO488-IR-N1,0,0,14,12,7,2,14,40,37,2.5,2.5,2.5,11.16666667,2.5,2.5,89.66666667,2.5,2.5,0,0,0,0,14,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurnedvAll,16-SV-14SO488-IR-N2,0,1,82,100,49.33333333,16.66666667,57,98,90,2.5,2.5,2.5,2.5,7.833333333,2.5,54.66666667,28.83333333,5.166666667,57,14.25,0,4.5,27,16,0,0,18,16.5,0,2.466666667,9.866666667,7.433333333,9.866666667,9.9,1.066666667,0.533333333,10.93333333,10.43333333,2.066666667,1.033333333,1.933333333,1.5,0,0,0,0
BurnedvAll,17-SV-14GS1185-IR-N1,0,1,98,0,75.61111111,10,63,117,92,4,42.45833333,3.166666667,2.5,7.625,9.833333333,50.45833333,2.5,15,63,42.14285714,0,21.78571429,24,12.21428571,0,4.642857143,16,11.71428571,10.75,7.75,0,0,10.75,7.75,0,4.875,10.75,12.625,0,0,1,3.95,0,1,0,0
BurnedvAll,17-SV-14GS1192-IR-N1,0,0,44.66666667,32,39.55555556,11,36,98,78,3.166666667,2.5,3.833333333,6.5,12.375,6.166666667,23.16666667,60.70833333,10.375,36,21.92857143,0,7.357142857,12,5.714285714,34,11.85714286,7,4.928571429,0,0,15.4,11.225,15.4,11.225,0,0,15.4,11.225,0,0,2.15,1.075,0,0,0,0
BurnedvAll,17-SV-14GS1197-IR-N1,0,1,44.66666667,0,51,0,10,13,12,19.41666667,11.79166667,2.5,2.5,40.875,7.541666667,3.833333333,27.25,2.5,0,0,0,0,0,17.85714286,0,0,7,12.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BurnedvAll,17-SV-14NV2587-IR-N1,0,1,62,16,47.83333333,11,35,65,48,13.125,8.791666667,4.666666667,3.833333333,6.166666667,5.5,10.95833333,53.375,15.58333333,35,30.07142857,0,5.428571429,23,17.07142857,0,1.214285714,3,2.5,0,1.55,10.2,11.275,10.2,12.825,0,0,10.2,12.825,0,0,0,1.225,0,0,0,0
BurnedvAll,17-SV-14NV2921-IR-N1,0,1,99.33333333,56,79.77777778,26,53,131,129,7.625,60.5,7.666666667,6.125,7.333333333,12.5,17.20833333,4.666666667,9.416666667,53,22.71428571,0,8.714285714,47,20.64285714,51,33.57142857,28,12.64285714,11.15,5.575,0,0,11.15,5.575,0,0,11.15,5.575,0,0,4.05,5.05,0,0,0,0
BurnedvAll,17-SV-14NV3589-IR-N1,0,0,98.66666667,48,49,16,96,217,142,3.833333333,15.29166667,6.833333333,3.166666667,13.66666667,3.833333333,8.958333333,28.91666667,19.95833333,0,0,96,41.14285714,0,3.428571429,0,5.571428571,3,4.214285714,0,0,0,1.175,0,1.175,16.8,8.4,16.8,9.575,0,0,0,0,0,0,0,0
BurnedvAll,17-SV-14NV3756-IR-N1,0,0,86.66666667,88,60.44444444,34.33333333,41,83,81,3.166666667,3.166666667,3.833333333,3.833333333,11.04166667,7.5,23.70833333,45.25,21.33333333,41,32.07142857,0,2.285714286,14,10.35714286,31,19.42857143,13.5,8,0,0,24.75,22.725,24.75,22.725,0,0,24.75,22.725,0,0,0,0.75,0,0,0,0
BurnedvAll,17-SV-14NV3770-IR-N1,0,0,84,68,71.72222222,30.33333333,70,91,70,5.833333333,11.04166667,3.833333333,2.5,8.125,14,11.25,42.66666667,33.08333333,70,56.85714286,0,24.71428571,37,25.35714286,38,17.35714286,12,11.78571429,17.3,15.8,0,0,17.3,15.8,4.95,4.425,22.25,20.225,0,0,12.2,8.175,0,1.95,4.95,2.475
BurnedvAll,17-SV-14NV3858-IR-N1,0,1,74,8,59.05555556,3,56,76,28,2.5,20,3.166666667,3.166666667,61.33333333,3.833333333,4.666666667,14.83333333,7.541666667,0,7.357142857,76,32.07142857,0,0,13.5,3.214285714,19.5,14.35714286,0,2.4,0,0,0,2.4,0,0,0,2.4,0,0,9.6,4.8,0,0,0,0
